Compound_ID,SMILES,Sau_Mean_10uM,HepG2_Mean_10uM,HSkMC_Mean_10uM,IMR90_Mean_10uM,id
BRD-K57972576,C[C@@H]1CN([C@H](C)CO)C(=O)c2cc(cnc2O[C@@H]1CN(C)CC1CCOCC1)C#CCc1ccccc1,1.055158284,0.960505892,0.986153583,0.997619713,71680823
BRD-K15108141,NC1=NC(=O)N(C=C1)[C@@H]1O[C@H](CO)[C@@H](O)C1(F)F,0.212788718,1.046130183,0.983807986,0.604748132,71683740
BRD-K00771606,C[C@@H]1CN([C@@H](C)CO)C(=O)c2cc(ccc2O[C@@H]1CN(C)C(=O)Nc1ccc(cc1)C(F)(F)F)NC(=O)CCCCCC(=O)Nc1ccccc1N,0.90010679,1.033693588,0.964513368,1.016374825,71770369
BRD-K24928746,C[C@@H]1CN([C@H](C)CO)C(=O)c2cccc(c2O[C@H]1CN(C)Cc1ccc(cc1)Oc1ccccc1)NC(=O)c1ccc(cc1)-c1nccs1,1.083651566,0.968296394,1.006242374,0.953996241,71975066
BRD-K20673170,COc1ccc(cc1)C#Cc1ccc2c(c1)O[C@@H](CN(C)C(=O)c1ccccn1)[C@@H](C)CN([C@@H](C)CO)S2(=O)=O,1.211166483,0.954470554,0.993940599,1.067499119,72238937
BRD-K11714744,COc1ccc(cc1)S(=O)(=O)Nc1ccc2c(c1)C(=O)N(C[C@H](C)[C@H](CN(C)Cc1ccc(cc1)Oc1ccccc1)O2)[C@@H](C)CO,1.346115077,1.007916037,1.001086597,1.022825135,72643400
BRD-K19068909,C[C@H]1CCCCO[C@@H](CN(C)C(=O)c2ccccc2)[C@@H](C)CN([C@H](C)CO)C(=O)c2cc(ccc2O1)NC(=O)Nc1c(noc1C)C,1.005465433,1.008215047,1.030998929,1.120303811,72675974
BRD-K27966648,CC(C)CC#Cc1ccc2c(c1)O[C@@H](CN(C)S(=O)(=O)c1cccc(c1)F)[C@H](C)CN([C@H](C)CO)S2(=O)=O,1.342766078,1.03017927,1.04122387,1.012343805,72825488
BRD-K21384875,OC[C@@H]1O[C@H](C[C@@H]2[C@H]1Oc1ccc(cc12)NC(=O)Nc1ccccc1F)CC(=O)NCc1ccc(cc1)Oc1ccccc1,1.075261371,1.001423711,0.95016289,0.923775972,72849847
BRD-K81052803,COc1ccc2c3c(n(c2c1)C)[C@@H](CO)N(C[C@]13CN(C1)C(=O)CN1CCOCC1)C(=O)Nc1ccc(cc1)F,0.999443397,1.013802158,1.004214631,1.0417304,73138286
BRD-K51863449,C[C@@H]1CN([C@@H](C)CO)S(=O)(=O)c2ccc(cc2O[C@H]1CN(C)C(=O)c1ccc2c(c1)OCO2)Br,1.03772518,0.995706034,0.999732149,1.043697936,73258399
BRD-K88631027,C[C@@H]1CCCCO[C@H](CN(C)C(=O)Nc2cccc3ccccc23)[C@H](C)CN([C@@H](C)CO)C(=O)c2cc(ccc2O1)NC(=O)CCC(F)(F)F,1.056000944,0.915546714,0.974361331,1.018062283,73259841
BRD-K54494845,OC(=O)c1ccncc1,0.78006993,0.98457193,0.99827676,0.926910671,73333748
BRD-K86639767,C[C@H]1CN([C@@H](C)CO)C(=O)Cc2cc(ccc2O[C@H]1CN(C)CC1CCCCC1)NC(=O)Nc1cccc2ccccc12,1.147703537,0.084708323,0.070141984,0.906967546,73379941
BRD-K28388334,OCCCOc1ccc(cc1)C1=N[C@@](Cc2ccccc2)([C@@H](O1)c1ccccc1N=[N+]=[N-])C(=O)N1CCCCC1,0.48237583,0.948963933,1.003855118,1.062782713,73399380
BRD-K32324469,COCC(=O)Nc1ccc2c(c1)OC[C@H](C)N(C[C@@H](C)[C@H](CN(C)C2=O)OC)Cc1cccc(c1)F,1.278735517,0.991754465,0.986309583,0.985739196,73560165
BRD-K96084341,Cc1ccccc1N1C=CC(=O)NC1=O,0.858502121,1.058305705,0.972569586,1.034455054,73711755
BRD-K28011632,C[C@@H]1CN([C@H](C)CO)S(=O)(=O)c2ccc(cc2O[C@@H]1CN(C)C(=O)c1ccccn1)C#Cc1ccccc1,1.221819895,0.993889113,0.999532311,0.977871929,73712594
BRD-K45503887,CC[C@H](C)[C@H](NC(=O)[C@H](Cc1ccc(cc1)O)NC(=O)[C@@H](NC(=O)[C@@H](CCCNC(=N)N)NC(=O)[C@@H](N)CC(=O)O)C(C)C)C(=O)N[C@@H](Cc1cnc[nH]1)C(=O)N1CCC[C@@H]1C(=O)N[C@H](Cc1ccccc1)C(=O)O,0.987285802,1.057050722,0.997418907,1.034459796,73757262
BRD-K56427118,C[C@H]1CCCCO[C@@H](CN(C)C(=O)Nc2cccc3ccccc23)[C@H](C)CN([C@H](C)CO)C(=O)c2cc(ccc2O1)NC(=O)Nc1c(noc1C)C,1.142494215,1.021462769,1.033080031,0.902239806,73813320
BRD-K91386318,OCCOc1ccc(cc1)[C@H]1N2[C@@H]([C@@H](C(=O)N3CCN(CC3)c3ncccn3)[C@]11C(=O)Nc3ccc(cc31)C#CC1(O)CCCCCC1)C(=O)O[C@@H]([C@@H]2c1ccccc1)c1ccccc1,1.543280503,0.998697366,0.979267058,1.040226081,73849860
BRD-K19432771,C[C@@H]1CN([C@H](C)CO)C(=O)c2cc(ccc2O[C@H]1CN(C)S(=O)(=O)c1cccs1)NS(=O)(=O)c1ccc(cc1)F,1.06522523,1.013707974,1.003057726,0.96276666,73906350
BRD-K94422286,C[C@H]1CCCCO[C@H](CN(C)C(=O)Cc2ccccc2)[C@@H](C)CN([C@@H](C)CO)C(=O)c2cc(ccc2O1)NC(=O)Cc1ccccc1,0.95991308,1.018559086,0.993867441,0.999507359,73985706
BRD-K23295598,OC(=O)CC1(CCSCC1)n1cnnn1,0.98766493,0.95027761,0.991496461,1.003979137,74125654
BRD-K65036949,C[C@@H]1CCCCO[C@H](CN(C)Cc2ccccc2)[C@H](C)CN([C@H](C)CO)C(=O)c2cc(ccc2O1)NC(=O)Nc1ccc(cc1)C(F)(F)F,0.868922021,0.20499544,0.07005166,0.813760137,74244843
BRD-K32994192,C[C@@H]1CN([C@H](C)CO)S(=O)(=O)c2ccc(cc2O[C@@H]1CN(C)C(=O)c1ccc2c(c1)OCO2)-c1cncnc1,1.083548274,0.980462693,0.998407042,0.989212299,74415531
BRD-K94690098,C[C@@H]1CN([C@H](C)CO)C(=O)c2c(c3ccccc3n2C)-c2ccccc2CO[C@@H]1CN(C)C(=O)[C@H](C)c1ccccc1,1.112029709,1.002979017,0.899865812,0.997209302,74465346
BRD-K28448764,C[C@H]1CN([C@H](C)CO)C(=O)c2cc(ccc2O[C@H]1CN(C)Cc1ccc(cc1)-c1ccccc1)NS(=O)(=O)c1c(noc1C)C,1.052185065,0.927856197,1.007739135,1.017219871,74725999
BRD-K22719550,COCC#Cc1ccc2c(c1)O[C@@H](CN(C)C(=O)COC)[C@H](C)CN([C@H](C)CO)S2(=O)=O,0.940049136,1.017624027,1.0087459,0.909210933,74826939
BRD-K45386540,C[C@@H]1CN([C@@H](C)CO)C(=O)c2cc(ccc2O[C@H]1CN(C)Cc1ccc(cc1)-c1ccccc1)NC(=O)Nc1ccccc1,0.849953679,0.260636593,0.954481123,0.939780578,74828771
BRD-K40878130,COc1ccc(cc1)CN(C)C[C@@H]1OCCCC[C@H](C)Oc2ccc(cc2C(=O)N(C[C@H]1C)[C@@H](C)CO)NS(=O)(=O)c1ccccc1,1.013749614,0.988728195,1.008748641,1.05671003,74882460
BRD-K71302181,OC[C@@H]1O[C@@H](CC[C@H]1NC(=O)Nc1ccc2c(c1)OCO2)CC(=O)NCCCN1CCOCC1,0.888762235,0.984994657,0.996578823,1.007237456,75094272
BRD-K76992416,OC[C@@H](Cc1ccccc1)NC(=O)C[C@H](CC=C)C(=O)N[C@H](COC(=O)[C@@H](CCC=C)Cc1ccc(cc1)F)Cc1c[nH]c2ccccc12,1.19890428,0.838300689,0.995321274,0.781280865,75305649
MALATHION,CCOC(=O)CC(SP(=S)(OC)OC)C(=O)OCC,0.835665,1.068853444,0.969942702,1.092957508,75399033
BRD-K83330927,C[C@H]1CCCCO[C@@H](CN(C)C(=O)Nc2c(noc2C)C)[C@H](C)CN([C@H](C)CO)C(=O)c2cc(ccc2O1)NC(=O)NC1CCCCC1,1.047915093,1.018335826,0.969924251,1.023331179,75516500
BRD-K99106949,NC1=CC=CC(=O)N1,1.174189491,0.967077176,0.993837567,1.014801018,75535641
BRD-K48388905,C[C@@H]1O[C@@H](OC2=C(Oc3cc(cc(c3C2=O)O)O)c2cc(c(c(c2)O)O)O)[C@H](O)[C@H](O)[C@H]1O,0.93721474,1.023056452,0.991391393,0.99601525,75766122
BRD-K76762991,OC[C@H]1O[C@@H](C[C@@H]2[C@H]1Oc1ccc(cc12)NC(=O)Nc1ccccc1F)CC(=O)NCc1ccc(cc1)Oc1ccccc1,1.334386681,1.027977192,1.049117005,0.913463265,75827862
BRD-K98286370,CO[C@@H](C(=O)N(C)C[C@H]1OCc2ccccc2-c2c(n(c3ccccc23)C)C(=O)N(C[C@@H]1C)[C@H](C)CO)c1ccccc1,1.034053511,0.95471906,0.992144653,1.064035801,75905987
BRD-K24244371,COC[C@@H]1CNN1C(=O)c1cc(oc1C)C,0.82207714,1.021911918,0.974043056,1.051679156,75915826
BRD-K34482280,C[C@@H]1CN([C@@H](C)CO)C(=O)c2cc(cnc2O[C@H]1CN(C)S(=O)(=O)c1cccc(c1)F)-c1cccc(c1)C(=O)N(C)C,0.883716205,1.029957663,0.990346408,1.026078667,75981109
BRD-K49137602,OC[C@H]1O[C@H](CCNC(=O)C2CCCCC2)CC[C@H]1NC(=O)CN1CCOCC1,1.06380965,0.965801257,0.997352602,1.035149732,75988477
BRD-K55750410,C[C@H]1CN([C@H](C)CO)C(=O)c2cc(ccc2O[C@@H]1CN(C)C(=O)Nc1ccc(cc1)C(F)(F)F)NC(=O)CCC(F)(F)F,0.113139794,0.952712664,0.976697845,1.029753763,76077911
BRD-K42243670,CCN1C(=O)NC(=CC1=O)N1CCC(C)CC1,1.028540186,0.964433336,0.977043983,1.005928394,76112428
BRD-K96770605,C[C@@H]1CN([C@H](C)CO)C(=O)Cc2cc(ccc2O[C@@H]1CN(C)Cc1ccc(cc1)C(=O)Nc1ccccc1N)NC(=O)Nc1ccc2c(c1)OCO2,0.814401679,0.71129865,0.947773935,0.897865684,76348009
BRD-K27283990,C[C@H]1CN([C@H](C)CO)C(=O)c2cc(ccc2O[C@H]1CN(C)S(=O)(=O)c1cn(cn1)C)NC(=O)Cc1cn(c2ccccc12)C,1.027830901,1.028739896,0.971157366,0.975544493,76496438
BRD-K47613590,C[C@H]1CN([C@@H](C)CO)C(=O)Cc2cc(ccc2O[C@@H]1CN(C)Cc1ccc(cc1)Oc1ccccc1)NC(=O)Nc1cccc2ccccc12,0.860513036,0.910003982,1.004939376,1.013939749,76639088
BRD-K92404643,COc1ccc(cc1)CN(C)C[C@H]1OCCCC[C@@H](C)Oc2ccc(cc2C(=O)N(C[C@H]1C)[C@H](C)CO)NC(=O)Nc1ccccc1,1.025264198,0.301077654,0.896528657,0.824492842,76648482
BRD-K47937454,C[C@@H]1CCCCO[C@@H](CN(C)S(=O)(=O)C)[C@H](C)CN([C@@H](C)CO)C(=O)c2cc(ccc2O1)NC(=O)Nc1cccc2ccccc12,1.109845483,1.051726474,1.000082456,0.950008729,76727691
BRD-K29991181,CO[C@@H]1CN(C)C(=O)c2ccc(cc2OC[C@H](C)N(C[C@H]1C)C(=O)CN1CCOCC1)NC(=O)C1CC1,0.885857189,0.95631081,0.977018557,1.0502467,76827815
BRD-K00003152,CCN(Cc1cc(ccc1-c1cc(ccc1OC)CC(=O)O)C(F)(F)F)C(=O)NCc1ccccc1,0.510249356,1.102732539,1.051417063,1.03614697,77074999
BRD-K82354023,CNc1cccc(c1)CN,0.858004424,0.998157075,1.027016045,1.041695967,77095368
BRD-K21504534,C[C@H]1CCCCO[C@H](CN(C)C(=O)C2CCCCC2)[C@H](C)CN([C@H](C)CO)C(=O)c2cc(ccc2O1)NC(=O)Nc1ccc(cc1)F,0.94326351,1.028522896,0.974075992,0.937421999,77288512
BRD-K19571649,C[C@H]1CN([C@@H](C)CO)C(=O)c2cccc(c2O[C@@H]1CN(C)Cc1ccc(c(c1)Cl)Cl)NS(=O)(=O)c1ccc(cc1)F,1.171382192,0.967950869,1.01126496,1.04279807,77358652
BRD-K70921783,CN1CCN(CC1)C(=O)[C@H]1[C@H](CO)[C@H]2CN3C(=O)C(=CC=C3[C@@H]1N2C(=O)C)c1ccccc1,1.100013046,0.95452778,1.007186479,1.045349861,77441677
BRD-K73636702,C[C@@H]1CCCCO[C@H](CN(C)Cc2ccccc2)[C@H](C)CN([C@H](C)CO)C(=O)c2cc(ccc2O1)NC(=O)c1ccccc1,0.983238466,0.901708066,0.998948635,0.97205984,77450389
BRD-K64930067,C[C@@H]1CCCCO[C@H](CN(C)C(=O)NC2CCCCC2)[C@H](C)CN([C@@H](C)CO)C(=O)c2cc(ccc2O1)NC(=O)Nc1c(noc1C)C,0.960357327,0.992778198,1.010389706,1.116653287,77500720
BRD-K71470560,COc1ccc(cc1)NC(=O)Nc1ccc2c(c1)C(=O)N(C[C@H](C)[C@H](CN(C)Cc1ccncc1)OCCCC[C@H](C)O2)[C@H](C)CO,1.089081301,1.04509593,0.987449529,1.035128185,77513757
BRD-K27322529,CC(C)NC(=O)N(C)C[C@H]1Oc2cc(ccc2S(=O)(=O)N(C[C@@H]1C)[C@H](C)CO)C#Cc1ccc(cc1)F,1.342488232,0.957714444,1.000965647,0.988658919,77584950
BRD-K43059337,CCCC(=O)N(CCc1c[nH]c2ccccc12)[C@@H]1CC(=C[C@H](Oc2c(cc(cc2OC)CO)I)[C@H]1O)C(=O)NCCO,1.091397895,1.00974937,0.999832981,0.986806652,77668625
BRD-K91459693,C[C@@H]1CN([C@@H](C)CO)C(=O)c2cc(cnc2O[C@@H]1CN(C)C(=O)CN1CCOCC1)/C=C/c1ccccc1,1.03613262,0.999588099,0.980082197,1.019461655,77693245
AMITRAZ,Cc1ccc(N=CN(C)C=Nc2ccc(C)cc2C)c(C)c1,1.2139,1.044729835,0.987231189,0.737134374,77861437
BRD-K64452529,C[C@@H]1CCCCO[C@@H](CN(C)C(=O)CCC(F)(F)F)[C@@H](C)CN([C@@H](C)CO)C(=O)c2cc(ccc2O1)NS(=O)(=O)c1ccc(cc1)F,1.483907814,1.01355338,1.021369869,0.985420409,78248520
BRD-K65024893,C[C@H]1CCCCO[C@@H](CN(C)S(=O)(=O)c2ccc(cc2)F)[C@H](C)CN([C@H](C)CO)C(=O)c2cc(ccc2O1)NS(=O)(=O)c1ccc(cc1)C,1.075890668,0.95705731,0.97840976,0.975467134,78296987
BRD-K13925976,Cc1cc(n2ncnc2n1)N,0.953543374,0.985904947,1.006071785,1.07469257,78401796
BRD-K32044116,C[C@H]1CN([C@@H](C)CO)C(=O)c2cccc(c2O[C@@H]1CN(C)C(=O)Nc1cccc2ccccc12)NC(=O)Nc1ccc2c(c1)OCO2,1.078144511,0.998874036,1.005354013,0.978909418,78464763
BRD-K69478662,C[C@H]1CN([C@H](C)CO)C(=O)c2cc(ccc2O[C@@H]1CN(C)S(=O)(=O)c1cn(cn1)C)NC(=O)CCCN(C)C,0.97210367,1.06320604,1.023083427,0.940126174,78479881
BRD-A77845219,COC(=O)CCCCCCC(=O)Nc1ccc(cc1)[C@H]1C[C@@H](CSc2nc(c(o2)-c2ccccc2)-c2ccccc2)O[C@@H](O1)c1ccc(cc1)NC(=O)CCCCCCC(=O)OC,1.162403172,0.977527222,1.083539773,1.025911029,78535167
BRD-K27543325,COc1cccc(c1)NC(=O)N(C)C[C@H]1Oc2ncc(cc2C(=O)N(C[C@H]1C)[C@H](C)CO)C#Cc1ccncc1,0.889508144,0.888289107,0.987688766,1.008671462,78597358
BRD-A63772607,COC(=O)/C/1=C/CC[C@@]2(C)O[C@@H]2[C@H]2OC(=O)C(=C)[C@@H]2[C@@H](OC(=O)C(=C)CO)[C@@H]1OC(=O)C,0.890978614,0.870764517,0.862655288,1.101353639,78681746
BRD-K19131810,C[C@H]1CN([C@@H](C)CO)C(=O)c2cc(ccc2O[C@H]1CN(C)S(=O)(=O)c1cn(cn1)C)NC(=O)CCN1CCOCC1,1.352028852,1.044211186,1.036123227,1.060787265,78701560
BRD-K70270635,CN1C(=O)C=C(CNc2ccccc2)N(C)C1=O,0.968803445,0.972427509,0.991489687,0.954309585,78790369
BRD-K07594626,COc1cccc(c1)NC(=O)C[C@@H]1CC[C@H]2[C@H](COc3ccc(cc3C(=O)N2C)NC(=O)C2CCOCC2)O1,0.920657426,0.986536873,0.961077942,0.954087109,78801174
BRD-K68464574,CC(C)NC(=O)N(C)C[C@@H]1Oc2ccc(cc2CC(=O)N(C[C@@H]1C)[C@H](C)CO)NC(=O)C1CCCCC1,0.985388519,0.994594897,0.990257602,0.952619718,79033694
BRD-K09337423,C[C@@H]1CN([C@H](C)CO)C(=O)c2cccc(c2O[C@@H]1CN(C)S(=O)(=O)c1cccs1)NS(=O)(=O)C,1.287791185,1.053464419,1.024836357,0.972422375,79043777
BRD-A08113815,OCCCN1[C@@H]2C(=O)N(CCN3CCOCC3)CC=C[C@@]32O[C@@H]2C=CCOC(=O)[C@@H]2[C@H]3C1=O,1.143032474,0.968928832,0.994618235,0.991457838,79121650
BRD-K18269444,CC(C)NC(=O)Nc1ccc2c(c1)C(=O)N(C[C@@H](C)[C@H](CN(C)S(=O)(=O)c1ccc(cc1)Cl)O2)[C@H](C)CO[Si](C)(C)C(C)(C)C,1.175642064,0.958699417,0.993737705,1.032632286,79395790
BRD-K60802296,COc1ccc(cc1)S(=O)(=O)N(C)C[C@H]1OCCCC[C@H](C)Oc2ccc(cc2C(=O)N(C[C@@H]1C)[C@H](C)CO)NS(=O)(=O)c1ccc(cc1)Cl,1.084935908,0.80867162,0.992716483,1.029970846,79407344
BRD-K16541551,C[C@H]1CN([C@H](C)CO)C(=O)Cc2cc(ccc2O[C@H]1CN(C)C(=O)Nc1ccc(cc1)F)NS(=O)(=O)c1cn(cn1)C,0.906431293,1.004866376,1.01555328,1.016214651,79447201
BRD-K52312151,COc1ccccc1S(=O)(=O)N[C@@H]1CC[C@H](CCNC(=O)C2CC2)O[C@@H]1CO,1.061833454,1.007304646,1.043232798,0.95287916,79587591
BRD-K31898235,C[C@@H]1CN([C@H](C)CO)C(=O)c2cc(ccc2O[C@H]1CN(C)Cc1ccc(c(c1)Cl)Cl)NC(=O)Cn1cnnn1,1.165269019,1.034306095,1.022538276,1.03290825,79636025
BRD-K07758594,NS(=O)(=O)Cc1ccccc1F,0.876808071,0.999871456,1.019377558,0.884324669,79838563
TEICOPLANIN [A(2-1) shown],CCCCCC=CCCC(=O)NC1C(Oc2c3cc4cc2Oc2ccc(cc2Cl)C(OC2OC(CO)C(O)C(O)C2NC(C)=O)C2NC(=O)C(NC(=O)C4NC(=O)C4NC(=O)C(Cc5ccc(c(Cl)c5)O3)NC(=O)C(N)c3ccc(O)c(c3)Oc3cc(O)cc4c3)c3ccc(O)c(c3)-c3c(OC4OC(CO)C(O)C(O)C4O)cc(O)cc3C(C(=O)O)NC2=O)OC(CO)C(O)C1O,0.18494,0.976862662,0.99755913,1.087698327,79862965
BRD-K14534316,C[C@@H]1CN([C@H](C)CO)C(=O)c2cc(cnc2O[C@@H]1CN(C)C(=O)c1cnccn1)-c1cccc(c1)C#N,0.865561622,1.033906925,1.02278646,1.093981293,80040519
BRD-K82729381,C[C@@H]1CN([C@H](C)CO)C(=O)c2c(c3ccccc3n2C)-c2ccccc2CO[C@H]1CN(C)Cc1ccc(cc1)O,1.022004502,1.006296814,0.944910809,0.996095514,80047557
BRD-K51062385,C[C@H]1CN([C@H](C)CO)C(=O)c2cc(ccc2O[C@H]1CN(C)C(=O)Nc1ccc(cc1)F)NC(=O)Cn1cnnn1,0.985981057,1.056467633,0.967036888,1.024185612,80050023
BRD-K49178862,COC(=O)[C@]1(Cc2ccccc2CN=[N+]=[N-])N=C(O[C@@H]1c1ccccc1N=[N+]=[N-])c1ccc(cc1)OCCCO,1.566750134,0.871541949,0.998263088,0.899750502,80158803
BRD-K97327301,C[C@@H]1CCCCO[C@@H](CN(C)C(=O)Cc2ccccc2)[C@H](C)CN([C@@H](C)CO)C(=O)c2cc(ccc2O1)NC(=O)CCCCCC(=O)Nc1ccccc1N,1.036440377,1.085814752,1.026397517,1.04468301,80204737
BRD-K22757615,C[C@@H]1CN([C@H](C)CO)S(=O)(=O)c2ccc(cc2O[C@H]1CN(C)C(=O)c1cccc(c1)F)-c1cncnc1,0.993855001,0.988380654,0.98885197,1.052963333,80254265
BRD-K18566603,C[C@H]1CCCCO[C@H](CN(C)CC2CCCCC2)[C@H](C)CN([C@H](C)CO)C(=O)c2cc(ccc2O1)NC(=O)Cc1ccccc1,0.960804547,0.909621974,0.994995319,0.95213144,80327242
BRD-K17807466,C[C@@H]1CN([C@@H](C)CO)C(=O)Cc2cc(ccc2O[C@H]1CN(C)C(=O)Nc1c(noc1C)C)NC(=O)c1ccncc1,0.864492408,0.983889721,0.985225983,0.939817676,80406792
BRD-K51577653,C[C@@H]1CCCCO[C@@H](CN(C)C(=O)Nc2ccccc2)[C@@H](C)CN([C@@H](C)CO)C(=O)c2cc(ccc2O1)NC(=O)Nc1ccc(cc1)C(F)(F)F,0.903810524,0.898010126,0.974996588,1.014861051,80513746
BRD-K00556640,O[C@H]1COC[C@@H]2O[C@H](CC[C@H]2N(C1)C(=O)Nc1ccc(cc1)C(F)(F)F)CC(=O)NCCc1ccncc1,0.09062519,0.955841088,1.011992685,0.989538594,80516079
MELENGESTROL ACETATE,C=C1CC2C3C=C(C)C4=CC(=O)CCC4(C)C3CCC2(C)C1(OC(C)=O)C(C)=O,1.08935,1.03991003,0.986029434,1.468869329,80752299
BRD-K82273381,C[C@@H]1CCCCO[C@H](CN(C)C(=O)Nc2ccc3c(c2)OCO3)[C@H](C)CN([C@@H](C)CO)C(=O)c2cc(ccc2O1)NC(=O)Cc1ccccc1,0.98991719,0.934115288,1.001338548,1.027803473,80820521
BRD-K22316029,C[C@@H]1CN([C@@H](C)CO)C(=O)c2cc(ccc2O[C@@H]1CN(C)Cc1ccc(cc1)-c1ccccc1)NC(=O)Cn1cnnn1,1.059886466,1.048608357,0.990363966,1.040944027,80951684
BRD-K77264557,C[C@H]1CN([C@@H](C)CO)C(=O)c2cc(ccc2O[C@@H]1CN(C)Cc1ccncc1)NC(=O)Nc1cccc2ccccc12,0.877723279,1.029749517,1.031015569,1.040543289,81206365
BRD-K04524632,C[C@H]1CN([C@H](C)CO)C(=O)c2cc(ccc2O[C@@H]1CN(C)Cc1ccc(cc1)Oc1ccccc1)NS(=O)(=O)c1ccccc1,1.175990214,0.954499425,0.991671484,0.945557224,81239760
SULFAGUANIDINE,N=C(N)NS(=O)(=O)c1ccc(N)cc1,0.98709,0.990806313,1.001078315,0.953455471,81286572
BRD-K15378087,C[C@@H]1CN([C@H](C)CO)S(=O)(=O)c2ccc(cc2O[C@H]1CN(C)C(=O)Cc1ccncc1)C#CC1CCCC1,0.836171861,1.000589136,1.01321276,0.98939425,81457306
BRD-K25741067,O[C@H]1CN[C@H]2CC[C@H](CC(=O)NCCN3CCCC3)O[C@@H]2COC1,0.998338494,0.964152198,0.974769991,1.035919681,81684748
BRD-K79716110,C[C@@H]1CN([C@H](C)CO)C(=O)Cc2cc(ccc2O[C@H]1CN(C)C(=O)Nc1cccc2ccccc12)NC(=O)CCC(F)(F)F,0.992147133,1.098735113,1.004303824,1.132713652,81694773
BRD-K32827724,C[C@H]1CN([C@@H](C)CO)C(=O)c2cccc(c2O[C@H]1CN(C)C(=O)Nc1ccccc1)NS(=O)(=O)C,0.991409252,1.012426433,1.008399711,0.999923259,81758691
BRD-K44280941,C[C@H]1CN([C@H](C)CO)C(=O)c2cc(ccc2O[C@H]1CN(C)S(=O)(=O)c1c(noc1C)C)NS(=O)(=O)c1ccccc1,1.134365297,0.975310959,0.99677595,0.986182284,81815139
BRD-K67545584,COc1ccc2c3c(n(c2c1)C)[C@H](CO)N(Cc1ccccc1F)C[C@]13CN(C1)C(=O)C1CCOCC1,1.205255383,0.942436844,1.041351037,1.001195174,81913448
BRD-K44302407,COc1ccc(cc1)S(=O)(=O)N(C)C[C@H]1Oc2c(cccc2C(=O)N(C[C@H]1C)[C@@H](C)CO)N(C)C,0.954014731,1.021886251,0.992850289,1.076656331,82135376
NEFAZODONE HYDROCHLORIDE,CCc1nn(CCCN2CCN(c3cccc(Cl)c3)CC2)c(=O)n1CCOc1ccccc1,1.2154,0.847496178,0.992835124,0.68951167,82197242
BRD-K26810154,C[C@H]1CN([C@H](C)CO)C(=O)c2cc(cnc2O[C@H]1CN(C)C(=O)Cc1ccccn1)-c1cccc(c1)C(=O)N(C)C,0.892319152,1.009477767,1.000606293,0.97360701,82373943
BRD-K02787290,C[C@@H]1CCCCO[C@H](CN(C)C(=O)Nc2ccc(cc2)C(F)(F)F)[C@@H](C)CN([C@@H](C)CO)C(=O)c2cc(ccc2O1)NC(=O)Nc1ccccc1,0.968157783,0.877414181,0.966831493,1.015383432,82635464
BRD-K05662239,COc1ccc(cc1)S(=O)(=O)N(C)C[C@@H]1Oc2ccc(cc2CC(=O)N(C[C@H]1C)[C@H](C)CO)NS(=O)(=O)c1ccccc1,1.043764213,1.079349659,1.031469873,1.04557326,82764379
BRD-K58890816,COc1ccc(cc1)S(=O)(=O)Nc1ccc2c(c1)C(=O)N(C[C@H](C)[C@H](CN(C)S(=O)(=O)c1cccs1)O2)[C@@H](C)CO,1.196612643,1.032946406,0.994122077,1.015257824,82881372
BRD-K61881895,COCCOC(=O)N1C(=O)[C@@]2([C@H]([C@H]3N([C@@H]([C@@H](OC3=O)c3ccccc3)c3ccccc3)[C@H]2c2ccc(cc2)O)C(=O)N2CCCCCCC2)c2cc(ccc21)C#Cc1ccc(cc1)OC,0.962860791,0.853044452,1.053485728,0.914273341,83012550
BRD-K38131906,C[C@@H]1CN([C@H](C)CO)C(=O)c2cc(ccc2O[C@@H]1CN(C)S(=O)(=O)c1cn(cn1)C)NC(=O)CCCCCC(=O)Nc1ccccc1N,1.145172422,0.9545555,1.039444179,0.999645929,83550784
ATROPINE,CN1C2CCC1CC(OC(=O)C(CO)c1ccccc1)C2,1.07445,0.949310397,1.014845763,0.88661798,83703730
BRD-A01390261,N[C@@H](CC(=O)Nc1ccc(cc1)Cl)C(=O)O,0.97761765,0.96966276,1.013765634,1.043310095,83897482
BRD-A45237318,CN1CC(=O)N(C[C@@]21CCNC2)c1cccnc1,0.998390312,1.011439406,1.021907688,0.906555645,84096558
BRD-K40633835,C[C@H]1CNCCO1,0.880884671,0.98253221,0.978290153,1.023918876,84317301
BRD-K88868020,COc1ccc(cc1)NC(=O)Nc1ccc2c(c1)C(=O)N(C[C@H](C)[C@H](CN(C)Cc1ccc(cc1)C(=O)Nc1ccccc1N)O2)[C@@H](C)CO,0.967309407,0.965290681,0.987690495,0.940206608,84414831
BRD-K63415793,OC[C@@H]1O[C@H](CC(=O)NCc2ccncn2)C=C[C@H]1NS(=O)(=O)c1ccccc1,0.929204686,1.018477092,0.991298382,0.99707239,84420781
BRD-K15238114,C[C@@H]1CN([C@@H](C)CO)C(=O)c2cccc(c2O[C@@H]1CN(C)S(=O)(=O)c1cn(cn1)C)NC(=O)c1cnccn1,0.945216956,1.018789459,1.002320712,1.045638918,84479799
BRD-K91701366,CCS(=O)(=O)N1C[C@]2(CN(Cc3cc(ccc3F)F)[C@@H](CO)c3c2c2ccc(cc2n3C)OC)C1,1.437712229,1.026434092,0.981663365,1.023122616,84544611
