Compound_ID,SMILES,Sau_R1_10uM,Sau_R2_10uM,Sau_Mean_10uM,HepG2_R1_10uM,HepG2_R2_10uM,HepG2_Mean_10uM,HSkMC_R1_10uM,HSkMC_R2_10uM,HSkMC_Mean_10uM,IMR90_R1_10uM,IMR90_R2_10uM,IMR90_Mean_10uM,Eco_stokes20_Mean,Abau_liu23_Mean
BRD-K62965247,CN1C(=O)C=C(c2cccc(c2)Cl)c2cc(ccc21)[C@](N)(c1ccc(cc1)Cl)c1cncn1C,0.118924465,0.100577598,0.109751032,0.765445065,0.680821996,0.723133531,1.019931628,1.015581369,1.017756498,0.858038304,0.857577019,0.857807662,,
BRD-A99949740,CCN1CCN(C(=O)N[C@@H](C(=O)N[C@H]2[C@H]3SC(C)(C)[C@@H](N3C2=O)C(=O)O)c2ccccc2)C(=O)C1=O,0.116727924,0.103007385,0.109867654,0.975573724,0.977456288,0.976515006,1.034401288,1.019693864,1.027047576,1.037284514,1.064814626,1.05104957,,
BRD-K06469010,COC(=O)[C@@H](N)Cc1ccc(cc1)-n1cc(nn1)CCC(=O)NO,0.107667255,0.112374819,0.110021037,0.618387448,0.544329243,0.581358346,0.943801027,0.941820414,0.942810721,0.580937845,0.549684819,0.565311332,,
BRD-K06457057,CO[C@H](CN(C)S(=O)(=O)c1cn(cn1)C)[C@H](C)CN([C@H](C)CO)C(=O)Nc1ccc(cc1)C(F)(F)F,0.10604937,0.114015551,0.110032461,0.98611628,1.00930906,0.99771267,0.989486333,0.996817672,0.993152002,0.960579072,0.956757811,0.958668442,,
BRD-A03757454,OC[C@H]1O[C@@H](C[C@H]1O)N1C=C(F)C(=O)NC1=O,0.112952404,0.107555387,0.110253895,0.955227993,0.979226402,0.967227198,0.998083651,0.989253869,0.99366876,0.661892558,0.68993797,0.675915264,,
BRD-K33457401,OCC(Br)(CO)[N+](=O)[O-],0.124681746,0.096581747,0.110631747,0.612381652,0.853525817,0.732953734,0.032252823,0.030853028,0.031552925,0.541550843,0.934470807,0.738010825,,
BRD-K27980558,O[C@H]1COC[C@@H]2O[C@@H](CC[C@H]2N(C1)C(=O)Nc1cccc(c1)Cl)CC(=O)NCCCN1CCOCC1,0.110002076,0.111329048,0.110665562,0.957397758,0.94787036,0.952634059,0.994678348,0.994368908,0.994523628,1.094238841,1.035525739,1.06488229,,
BRD-K15766189,Nc1nc(cs1)/C(=N/O)C(=O)N[C@H]1[C@H]2SCC(=C(N2C1=O)C(=O)O)C=C,0.112010447,0.109456456,0.110733451,1.0480487,0.956536593,1.002292647,0.973508378,0.982674353,0.978091366,0.956677916,0.995723314,0.976200615,,
BRD-A09761158,CCCCC/C=C/CCC(=O)N[C@@H]1[C@@H](O)[C@H](O)[C@@H](CO)O[C@H]1Oc1c2cc3cc1Oc1ccc(cc1Cl)[C@@H](O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1NC(=O)C)[C@@H]1NC(=O)[C@H](NC(=O)[C@@H]3NC(=O)[C@H]3NC(=O)[C@@H](Cc4ccc(c(c4)Cl)O2)NC(=O)[C@H](N)c2ccc(c(c2)Oc2cc(cc3c2)O)O)c2ccc(c(c2)-c2c(cc(cc2[C@H](NC1=O)C(=O)O)O)O[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]1O)O,0.114529109,0.106971494,0.110750302,0.990492723,1.017521056,1.004006889,0.985011508,0.992974867,0.988993187,0.985836871,1.037949357,1.011893114,,
BRD-K36007650,COc1ccc(cc1)C[C@H](N)C(=O)N[C@H]1[C@@H](O)[C@@H](O[C@@H]1CO)n1cnc2c(ncnc12)N(C)C,0.106381239,0.115953473,0.111167356,0.156316231,0.169298346,0.162807289,0.123827641,0.107503309,0.115665475,0.063755891,0.068110436,0.065933164,,
BRD-K82155738,CO[C@H](CN(C)S(=O)(=O)c1cn(cn1)C)[C@H](C)CN([C@@H](C)CO)C(=O)Nc1ccc(cc1)C(F)(F)F,0.107866062,0.114717906,0.111291984,1.003499703,1.011194642,1.007347173,0.985784127,0.992696497,0.989240312,0.988337734,1.002276208,0.995306971,,
BRD-A80775386,CC(C)C(=O)[C@]12C(=C(CC=C(C)C)C(=O)[C@@](CC=C(C)C)(C[C@H](CC=C(C)C)[C@@]2(C)CCC=C(C)C)C1=O)O,0.108864946,0.113849372,0.111357159,1.046201928,1.031961903,1.039081916,0.949544757,0.974635513,0.962090135,1.059256504,1.052335789,1.055796147,,
BRD-K00003611,CCCCCCCCCC(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@H](CC(=O)N)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@H]1[C@@H](C)OC(=O)[C@H](CC(=O)c2ccccc2N)NC(=O)[C@@H](NC(=O)[C@@H](CO)NC(=O)CNC(=O)[C@H](CC(=O)O)NC(=O)[C@@H](C)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CCCN)NC(=O)CNC1=O)[C@H](C)CC(=O)O,0.112487996,0.110660167,0.111574081,1.017717917,1.042114502,1.029916209,1.002603835,1.005714175,1.004159005,0.934598278,0.94846012,0.941529199,,
BRD-K74894485,C[C@H]1CN([C@H](C)CO)C(=O)c2cc(ccc2O[C@H]1CN(C)C(=O)Nc1ccc(cc1)C(F)(F)F)NC(=O)Nc1c(noc1C)C,0.108461255,0.11489392,0.111677588,0.998592955,1.00410715,1.001350053,0.968676234,0.967355133,0.968015684,0.944616137,0.996245425,0.970430781,,
BRD-K91065602,CN[C@H](CC(C)C)C(=O)N[C@@H]1[C@H](O)c2ccc(c(c2)Cl)Oc2cc3cc(c2O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O[C@H]2C[C@](C)(N)[C@H](O)[C@H](C)O2)Oc2ccc(cc2Cl)[C@@H](O)[C@@H]2NC(=O)[C@H](NC(=O)[C@@H]3NC(=O)[C@H](CC(=O)N)NC1=O)c1ccc(c(c1)-c1c(cc(cc1[C@H](NC2=O)C(=O)O)O)O)O,0.117920969,0.10648499,0.112202979,1.005445661,0.990998609,0.998222135,1.021005149,1.009009734,1.015007441,1.018128563,1.087799237,1.0529639,,
BRD-K94053023,O[C@H]1COC[C@H]2O[C@H](CC[C@@H]2N(C1)C(=O)Nc1ccc(cc1)Cl)CC(=O)NC1Cc2ccccc2C1,0.11391754,0.110522967,0.112220253,0.984297523,0.973707287,0.979002405,0.998344747,1.006428202,1.002386475,0.939144214,0.995228468,0.967186341,,
BRD-K01826526,CCC[C@@H]1C[C@H](N(C)C1)C(=O)N[C@@H]([C@@H](C)Cl)[C@H]1O[C@H](SC)[C@H](O)[C@@H](O)[C@H]1O,0.111035459,0.113538385,0.112286922,1.100677807,1.081974013,1.09132591,1.016860043,1.011925763,1.014392903,1.034940298,1.031489694,1.033214996,,
BRD-K59637651,OC(=O)c1c(c(c(c(c1C1=C2C=CC(=O)C=C2Oc2cc(ccc21)O)Br)Br)Br)Br,0.114670016,0.11060101,0.112635513,1.0533278,1.040486871,1.046907335,1.064571277,1.050915727,1.057743502,0.95884328,0.973490763,0.966167022,,
BRD-K39481055,Cn1cnc(c1)CCNC(=O)C[C@H]1CC[C@@H]2[C@H](COC[C@H](O)CN2C(=O)Nc2ccc(cc2)C(F)(F)F)O1,0.113170756,0.112287963,0.112729359,1.036966039,1.01624103,1.026603534,1.015804556,0.996994265,1.006399411,1.045403637,1.019320371,1.032362004,,
BRD-K00003516,CN[C@@H]1[C@@H](C)O[C@H](C[C@H]1OC)O[C@H]1[C@H](C)O[C@H](C[C@@H]1OC)O[C@H]/1[C@@H](C)/C=C/C=C/2\CO[C@@H]3[C@H](O)C(=C[C@@H](C(=O)O[C@H]4C[C@@H](C\C=C1/C)O[C@@]1(C4)O[C@H](C(C)C)[C@@H](C)C=C1)[C@@]32O)C,0.112679572,0.113533285,0.113106428,0.070116705,0.070061175,0.07008894,0.150086942,0.081955294,0.116021118,0.063806314,0.084508988,0.074157651,,
BRD-K55750410,C[C@H]1CN([C@H](C)CO)C(=O)c2cc(ccc2O[C@@H]1CN(C)C(=O)Nc1ccc(cc1)C(F)(F)F)NC(=O)CCC(F)(F)F,0.106715035,0.119564554,0.113139794,0.956910979,0.94851435,0.952712664,0.97816219,0.975233501,0.976697845,1.042203723,1.017303803,1.029753763,,
BRD-K51570272,O[C@@H]1COC[C@@H]2O[C@@H](CC[C@H]2N(C1)C(=O)Nc1cccc(c1)Cl)CC(=O)NCCCN1CCOCC1,0.11198448,0.116039231,0.114011855,1.252639284,1.025081596,1.13886044,1.027041132,1.016655038,1.021848085,1.065462726,1.036491397,1.050977062,,
BRD-K25443711,O[C@@H]1COC[C@H]2O[C@@H](CC[C@@H]2N(C1)C(=O)Nc1cccc(c1)Cl)CC(=O)NCCCN1CCOCC1,0.103230042,0.12518542,0.114207731,1.02381582,1.014046535,1.018931178,0.992128621,0.989752374,0.990940497,0.985743646,1.007467263,0.996605455,,
BRD-K39822716,C[C@H]1CN([C@@H](C)CO)S(=O)(=O)c2ccc(cc2O[C@H]1CN(C)C(=O)CN(C)C)C#Cc1ccc(cc1)F,0.110759188,0.117695137,0.114227162,1.069691032,1.082519456,1.076105244,0.971718394,0.975170157,0.973444275,0.790651381,0.933451859,0.86205162,,
BRD-K69464193,CC(C)(c1cc(c(c(c1)Br)O)Br)c1cc(c(c(c1)Br)O)Br,0.113741508,0.115191301,0.114466405,0.99525436,0.98823372,0.99174404,0.988347269,0.9959968,0.992172035,0.953618936,0.934628849,0.944123893,,
BRD-K27624156,CC/C(=C/[C@H](C)C/C=C/C(=C/[C@@H](C)C(=O)[C@@H](C)[C@H](O)[C@@H](C)C/C(=C/C(=O)O)C)C)/C=C/[C@@H]1OC(=O)C=C[C@@H]1C,0.117455511,0.112187832,0.114821672,0.455272098,0.305317377,0.380294737,0.525051456,1.01112692,0.768089188,0.543089054,0.482149544,0.512619299,,
BRD-K01826855,COc1ccc(cc1)C[C@@H](N)C(=O)N[C@@H]1[C@@H](O)[C@H](O[C@@H]1CO)n1cnc2c(ncnc12)N(C)C,0.118824404,0.112255492,0.115539948,0.11408018,0.120785029,0.117432604,0.22024791,0.196478694,0.208363302,0.058737743,0.068460847,0.063599295,,
BRD-K24871708,C/C=C/C1=C(N2[C@H](SC1)[C@H](NC(=O)[C@H](N)c1ccc(cc1)O)C2=O)C(=O)O,0.115444715,0.115640088,0.115542401,0.991067733,1.004684857,0.997876295,0.989128335,0.987431628,0.988279982,1.019425033,1.042132147,1.03077859,,
BRD-K24871708,C/C=C/C1=C(N2[C@H](SC1)[C@H](NC(=O)[C@H](N)c1ccc(cc1)O)C2=O)C(=O)O,0.115444715,0.115640088,0.115542401,0.991067733,1.004684857,0.997876295,0.989128335,0.987431628,0.988279982,1.019425033,1.042132147,1.03077859,,
BRD-A85860691,CN1C(=O)[C@]23C[C@]4([C@@H](Nc5ccccc54)N3C(=O)[C@@]1(CO)SS2)[C@@]12C[C@]34SS[C@@](CO)(N(C)C4=O)C(=O)N3[C@@H]1Nc1ccccc12,0.113109987,0.118341045,0.115725516,0.066563907,0.071262704,0.068913306,0.179998145,0.144439182,0.162218664,0.059871614,0.066442347,0.063156981,,
BRD-K69178842,O[C@@H]1COC[C@H]2O[C@@H](CC[C@@H]2N(C1)C(=O)Nc1cc(cc(c1)Cl)Cl)CC(=O)N1CCOCC1,0.10739355,0.124150701,0.115772125,0.972472775,0.966453665,0.96946322,0.992229763,0.988774864,0.990502314,1.034332848,0.81654547,0.925439159,,
BRD-K89724519,CNC[C@@H]1OCCCC[C@H](C)Oc2ccc(cc2C(=O)N(C[C@H]1C)[C@H](C)CO)NC(=O)Nc1ccc(cc1)C(F)(F)F,0.109929009,0.121992881,0.115960945,1.018840796,0.999886567,1.009363682,0.995903917,0.992061681,0.993982799,1.037709626,0.990926817,1.014318222,,
BRD-A61404466,Fc1ccc(cc1)-c1nnc(o1)S(=O)Cc1ccc(cn1)OCCCC(=O)NCCOCCN=[N+]=[N-],0.11566306,0.116884801,0.116273931,0.831068078,0.84683525,0.838951664,0.678449029,0.714746844,0.696597936,0.956005176,0.96171482,0.958859998,,
BRD-A29110318,CN([C@@H](c1ccc(cc1)F)c1ncccc1C)C(=O)C1CCN(CCOc2ccc(cc2Cl)Cl)CC1,0.111653678,0.121139516,0.116396597,0.934860387,0.92357392,0.929217153,0.571106945,1.001456616,0.78628178,1.031576332,1.038363732,1.034970032,,
BRD-K93682030,COc1cc(cc(c1)-c1ccc(cc1)[C@H]1CC(=O)C[C@@H](c2ccccc2)C11C(=O)c2ccccc2C1=O)OC,0.121559609,0.112043419,0.116801514,1.009505801,0.960865878,0.98518584,0.940879193,0.964090726,0.952484959,0.654058214,0.801228881,0.727643548,,
BRD-K63550407,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H]([C@H]2O)N(C)C)[C@](C)(O)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O,0.118824404,0.115067738,0.116946071,0.829934954,0.824667351,0.827301152,0.996797848,1.008811142,1.002804495,0.995671567,0.971817602,0.983744585,,
BRD-K16068142,CO[C@@H](CN(C)C(=O)C1CCOCC1)[C@H](C)CN([C@@H](C)CO)C(=O)Nc1ccc(cc1)C(F)(F)F,0.11559789,0.118401768,0.116999829,0.960660227,0.926376325,0.943518276,0.968708658,0.958639254,0.963673956,0.964026795,0.962668809,0.963347802,,
BRD-K01685820,S(Sc1cn[nH]n1)c1cn[nH]n1,0.119972076,0.115040465,0.117506271,1.013736435,1.021623844,1.017680139,1.021788119,1.01921216,1.020500139,1.054185152,0.997979404,1.026082278,,
BRD-K47832606,OC[C@H]1O[C@H](C[C@@H]1O)N1C=C(F)C(=O)NC1=O,0.134623354,0.102114811,0.118369082,0.9944787,0.927770485,0.961124592,1.012737929,1.015337934,1.014037931,0.855240657,0.863295762,0.85926821,,
BRD-A57736237,COP(=O)(OC)/N=C\1/CC(=C[C@@H](N1Cc1cccc(c1)OC(F)(F)F)c1cccs1)c1ccc(cc1)CO,0.117335385,0.1195462,0.118440793,1.028894312,1.021934042,1.025414177,1.012282294,1.006580089,1.009431192,0.929695877,0.973286036,0.951490957,,
BRD-K00004627,CCCc1c(c(ccc1SCCCOc1ccc(c(c1CCC)OCCCC(=O)O)C(=O)C)C(=O)C)O,0.120476135,0.116973914,0.118725025,1.032955801,1.055719413,1.044337607,1.049240211,1.051321459,1.050280835,1.070057658,1.01368383,1.041870744,,
BRD-K75862062,C[C@H]1CN([C@@H](C)CO)S(=O)(=O)c2ccc(cc2O[C@H]1CN(C)C(=O)CN(C)C)C#Cc1ccccc1,0.133262989,0.104195251,0.11872912,0.867887669,0.876265104,0.872076387,0.981438948,0.991164467,0.986301708,0.820307319,0.783992076,0.802149698,,
BRD-K86986995,CO[C@@H](CN(C)S(=O)(=O)c1cn(cn1)C)[C@H](C)CN([C@@H](C)CO)C(=O)Nc1ccc(cc1)C(F)(F)F,0.120933957,0.116629787,0.118781872,0.987624461,0.973453863,0.980539162,0.999162829,1.025419531,1.01229118,1.032471746,1.022923983,1.027697865,,
BRD-K77011734,O[C@@H]1COC[C@@H]2O[C@H](CC[C@H]2N(C1)C(=O)Nc1cccc(c1)Cl)CC(=O)NCc1ccccc1F,0.118153116,0.119790499,0.118971808,0.915067706,0.884293846,0.899680776,0.979477059,0.978276889,0.978876974,1.028480414,1.005163763,1.016822089,,
BRD-A00000991,COc1ccc2n(c(c(c2c1-c1ccccc1C)Br)C(=O)O)CCCOc1cccc2ccccc12,0.121060439,0.117338702,0.11919957,0.93181243,0.979119327,0.955465879,0.988913091,0.990135566,0.989524329,1.061339208,1.013061902,1.037200555,,
BRD-K10259261,Brc1ccc(cc1)CSc1c[nH]c2ccccc12,0.120976154,0.117879984,0.119428069,0.857510144,0.858505693,0.858007919,0.929698419,0.923956152,0.926827285,1.032412781,1.032558959,1.03248587,,
BRD-A64243931,CO[C@@H]1[C@@H](O[C@H]2O[C@H](C)[C@@H](O[C@H]3C[C@@](C)(O)[C@@H](OC(=O)CC(C)C)[C@H](C)O3)[C@@H]([C@H]2O)N(C)C)[C@@H](CC=O)C[C@@H](C)[C@@H](O)/C=C/C=C/C[C@@H](C)OC(=O)C[C@H]1C(=O)OC,0.122013189,0.116884801,0.119448995,1.027618025,1.066216199,1.046917112,1.008707749,1.009848401,1.009278075,0.7555968,0.944628951,0.850112876,,
BRD-K22442616,ONC(=O)c1cn(nn1)-c1cccc(c1)C(=O)N1CCC2(CC1)N(CNC2=O)c1ccccc1,0.115153322,0.123917193,0.119535258,0.440556936,0.427310054,0.433933495,0.833470495,0.818423832,0.825947164,0.56452604,0.422461985,0.493494013,,
BRD-K82960980,CO/N=C(\C(=O)N[C@H]1[C@H]2SCC(=C(N2C1=O)C(=O)O)CSC(=O)c1ccco1)c1csc(n1)N,0.121471648,0.117695137,0.119583393,1.025644289,1.032476242,1.029060266,1.044593755,1.012387819,1.028490787,0.987264084,0.986301891,0.986782988,,
BRD-A98381087,Fc1ccc(cc1)OCCN1CCC(CC1)C(=O)N[C@@H](c1ccc(cc1)-c1ccccc1)c1cnccn1,0.118135446,0.121743201,0.119939324,0.874586105,0.830901694,0.8527439,1.001968503,0.99501227,0.998490387,0.95659255,0.929487762,0.943040156,,
BRD-K80849883,CC(C)N1C[C@H](C)[C@@H](CN(C)Cc2ccc(cc2)Oc2ccccc2)Oc2c(cccc2C1=O)NC(=O)C1CCNCC1,0.117698183,0.123016396,0.12035729,0.070528274,0.068053405,0.069290839,0.604883639,0.733318978,0.669101309,0.062130806,0.083965393,0.0730481,,
BRD-K93314017,FC(F)(F)c1cc(cc(c1)C(F)(F)F)NC(=O)Nc1c(cc(cc1-c1nn[nH]n1)Br)Br,0.122790952,0.118116613,0.120453782,1.025609459,1.032947889,1.029278674,1.038906785,1.018245318,1.028576051,1.014972966,0.99056945,1.002771208,,
BRD-K01824976,COc1ccc(cc1)C[C@H](N)C(=O)N[C@H]1[C@@H](O)[C@H](O[C@@H]1CO)n1cnc2c(ncnc12)N(C)C,0.140720543,0.100752846,0.120736694,0.085339543,0.089477145,0.087408344,0.463608907,0.513645109,0.488627008,0.066335057,0.068502568,0.067418813,,
BRD-K13261974,[O-][N+](=O)c1cc(ccc1Cl)S(=O)(=O)Nc1ccc(cc1C(=O)Nc1cc(ccc1Cl)Cl)Cl,0.122594351,0.118957477,0.120775914,0.456600106,0.545647755,0.501123931,1.021397875,0.933286952,0.977342414,0.349971896,0.372199546,0.361085721,,
BRD-K09725203,CO[C@H](CN(C)C(=O)C1CCOCC1)[C@@H](C)CN([C@H](C)CO)C(=O)Nc1ccc(cc1)C(F)(F)F,0.127001661,0.114960726,0.120981193,1.069997877,1.027960711,1.048979294,0.972312385,0.993309237,0.982810811,0.978837275,1.010161667,0.994499471,,
BRD-K48179152,CC(C)(C)[S@@+]([O-])N1Cc2cc(nc(c2[C@H]1CCO[Si](C)(C)C(C)(C)C)-c1ccc(cc1)Br)C(=O)O,0.119699674,0.122972011,0.121335843,0.963577463,0.997458239,0.980517851,1.027353252,1.036307703,1.031830478,1.116556257,1.133682921,1.125119589,,
BRD-K47554101,CC(=O)NC[C@H]1CN(C(=O)O1)c1ccc(c(c1)F)N1CCN(CC1)C(=O)CO,0.12636048,0.116383213,0.121371847,0.945458678,1.006157064,0.975807871,1.031580592,1.012140653,1.021860622,0.97352972,0.990073439,0.98180158,,
BRD-K92213669,FC(F)(F)CNC(=O)C1(CCCCN2CCC(CC2)NC(=O)c2ccccc2-c2ccc(cc2)C(F)(F)F)c2ccccc2-c2ccccc21,0.124557469,0.118368917,0.121463193,0.075689434,0.073602078,0.074645756,0.043220747,0.038036313,0.04062853,0.524910816,0.795855051,0.660382934,,
BRD-K36796419,CC[C@H]1OC(=O)C[C@@H](O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)[C@@H](O)[C@@H]([C@H]2O)N(C)C)[C@@H](CCN2C[C@H](C)C[C@H](C)C2)C[C@@H](C)C(=O)/C=C/C(=C/[C@@H]1CO[C@@H]1O[C@H](C)[C@@H](O)[C@@H](OC)[C@H]1OC)C,0.125326857,0.117616086,0.121471471,1.005574832,0.98468567,0.995130251,0.971422528,1.025791795,0.998607162,1.015928058,0.994746495,1.005337277,,
BRD-K04750898,CN(C)C1CCN(CC1)C(=O)c1cnc(s1)-c1noc2cc(ccc12)-c1ccccc1C(F)(F)F,0.122999125,0.120126833,0.121562979,0.125826973,0.154928561,0.140377767,0.993494617,0.993338602,0.99341661,0.794360794,0.82019273,0.807276762,,
BRD-K00003240,CN(C)[C@H]1[C@@H]2C[C@@H]3Cc4c(cc(c(c4C(=O)[C@H]3C(=O)[C@]2(O)C(=O)[C@H](C(=O)N)C1=O)O)NC(=O)CN1CCCC1)F,0.13026607,0.113042018,0.121654044,1.022262843,0.996322615,1.009292729,0.986643571,0.997211001,0.991927286,0.808983222,0.686030008,0.747506615,,
BRD-A56402649,COc1ccc(cc1)/C=C/CN1CCC(CC1)C(=O)N[C@@H](c1ccc(cc1)-c1ccccc1)c1cnccn1,0.116880911,0.126572684,0.121726797,0.795804309,0.708565995,0.752185152,0.989389028,0.982109271,0.98574915,0.922981795,0.827403321,0.875192558,,
BRD-K68317470,C[C@H]1CN([C@H](C)CO)S(=O)(=O)c2ccc(cc2O[C@H]1CN(C)C(=O)CN(C)C)C#Cc1ccccc1,0.124218446,0.119346572,0.121782509,0.99790998,0.999704435,0.998807207,0.985456695,0.993277301,0.989366998,0.92861768,0.879675128,0.904146404,,
BRD-K41606155,C[C@@H]1CCCCO[C@H](CN(C)CC2CC2)[C@H](C)CN([C@H](C)CO)C(=O)c2cc(ccc2O1)NC(=O)Nc1ccc(cc1)C(F)(F)F,0.121487549,0.122197597,0.121842573,0.073261388,0.079868675,0.076565031,0.3806758,0.347488847,0.364082323,0.348480935,0.088644552,0.218562744,,
BRD-A32167909,Cc1cccnc1[C@@H](NC(=O)C1CCN(CCOc2ccc(cc2Cl)Cl)CC1)c1ccc(cc1)F,0.121512696,0.123368714,0.122440705,1.069415489,0.99248919,1.030952339,1.026202817,1.022818518,1.024510668,1.01661818,1.013598306,1.015108243,,
BRD-K53939959,O[C@H]1COC[C@H]2O[C@@H](CC[C@@H]2N(C1)C(=O)Nc1cccc(c1)Cl)CC(=O)NCCCN1CCOCC1,0.108482451,0.136405906,0.122444179,1.019271677,1.044454563,1.03186312,0.989730343,0.980493285,0.985111814,0.995772853,0.995455113,0.995613983,,
BRD-K01826251,CSc1c([nH]c2ccccc12)-c1ccc(cc1)Cl,0.121693404,0.12373883,0.122716117,0.846436066,0.871356089,0.858896077,0.972157772,0.996994033,0.984575902,0.94800877,0.936969619,0.942489195,,
BRD-K08205503,CO/N=C(\C(=O)N[C@H]1[C@H]2SCC(=C(N2C1=O)C(=O)O)C[N+]1(C)CCCC1)c1csc(n1)N,0.136300979,0.109507457,0.122904218,1.020886716,1.041186621,1.031036668,0.99417125,0.996386335,0.995278793,1.060608352,1.032482794,1.046545573,,
BRD-K96541924,O[C@H]1COC[C@H]2O[C@@H](CC[C@@H]2N(C1)C(=O)Nc1cccc(c1)Cl)CC(=O)NCc1ccccc1F,0.122423711,0.124542106,0.123482908,0.971465811,0.984177907,0.977821859,0.993957578,0.990536455,0.992247016,1.0018151,0.962336678,0.982075889,,
BRD-K24396733,NC[C@@H]1O[C@@H](Cc2c(c(ccc21)O)O)C12CC3CC(CC(C3)C2)C1,0.129187445,0.118317986,0.123752715,0.896632601,0.925902743,0.911267672,0.969162429,1.005888779,0.987525604,0.094136618,0.092425111,0.093280865,,
BRD-K18965840,C[C@@H]1CN([C@H](C)CO)C(=O)CCCn2nncc2CO[C@@H]1CN(C)C(=O)Nc1cccc(c1)C(F)(F)F,0.12495531,0.122899434,0.123927372,1.088520341,1.076339952,1.082430147,1.027789422,1.02043709,1.024113256,0.997324271,1.024858088,1.01109118,,
BRD-K80694030,CCCC[P+](CCCC)(CCCC)Cc1ccc(cc1)NC(=O)[C@@H](Cc1ccc2ccccc2c1)N=C(NC1CCCCC1)NC1CCCCC1,0.114770811,0.133273033,0.124021922,1.041726654,1.055916094,1.048821374,0.825247629,0.817624998,0.821436313,0.933419297,0.995427764,0.964423531,,
BRD-K10206035,C[C@@H]1CN([C@H](C)CO)C(=O)CCCn2nncc2CO[C@H]1CN(C)C(=O)Nc1cccc(c1)C(F)(F)F,0.100220095,0.148456759,0.124338427,0.976561264,1.020882438,0.998721851,1.014969225,1.007833042,1.011401134,0.947094489,1.00008648,0.973590485,,
BRD-K17284520,COc1ccc2c3c([nH]c2c1)[C@@H](CO)N(C[C@]13CCN(CC1)CC1CCCCC1)C(=O)Nc1cccc(c1)F,0.158910466,0.089933123,0.124421795,0.089499527,0.081945678,0.085722603,0.144715015,0.154790308,0.149752661,0.064919757,0.073232011,0.069075884,,
BRD-K79593271,O[C@H]1COC[C@H]2O[C@H](CC[C@@H]2N(C1)C(=O)Nc1ccc(cc1)C(F)(F)F)CC(=O)NCCc1ccncc1,0.129719757,0.120081832,0.124900794,1.007756399,1.014406128,1.011081263,0.976334188,0.962150451,0.96924232,0.997388325,1.021138249,1.009263287,,
BRD-A08821972,OCCCC1=C[C@@H](C2CC2)N(Cc2cccc(c2)OC(F)(F)F)/C(=N\P(=O)(Oc2ccccc2)Oc2ccccc2)C1,0.127426181,0.122787166,0.125106674,1.094819748,1.097935345,1.096377546,1.012891259,1.016993158,1.014942209,1.086885617,1.094791182,1.0908384,,
BRD-K00004538,CC[C@H]1OC(=O)C[C@@H](O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H]([C@H]2O)N(C)C)[C@@H](CC=O)C[C@@H](C)C(=O)/C=C/[C@]2(C)O[C@H]2[C@@H]1C,0.125107763,0.125107188,0.125107475,0.930322793,0.998976468,0.96464963,1.007593411,0.970691903,0.989142657,1.014414895,1.011917112,1.013166004,,
BRD-A23207572,CC(C)(C)C1CCC(CC1)OC[C@@H](O)CN1CCC(CC1)CN1C(=O)c2cccc3cccc(c23)C1=O,0.129935234,0.120322607,0.12512892,0.089181097,0.095449115,0.092315106,0.059348092,0.051158972,0.055253532,0.907179451,0.886908934,0.897044193,,
BRD-A31115263,CC[C@@H](C)NCCCCOc1ccc(cc1C(C)(C)C)Cl,0.1235242,0.126944598,0.125234399,0.0745931,0.125424115,0.100008607,0.110494221,0.057949896,0.084222058,0.911695052,0.904411634,0.908053343,,
BRD-K78264947,CN1C(=O)[C@]2([C@@H]([C@@H]3N([C@H]([C@H](OC3=O)c3ccccc3)c3ccccc3)[C@@H]2c2ccc(cc2)F)C(=O)O)c2cc(ccc21)Cl,0.114506595,0.136388875,0.125447735,1.074541626,1.026306125,1.050423875,1.052027278,1.060013706,1.056020492,1.038407131,0.97881512,1.008611126,,
BRD-K72258850,CC(C)(C)Cc1ccc(c(c1)CC(C)(C)C)OCCCC(=O)O,0.128626819,0.122801415,0.125714117,0.99683068,1.021576047,1.009203364,1.075771962,1.077817329,1.076794645,0.965119615,0.945802921,0.955461268,,
BRD-K47546584,Cc1ccc(cc1)S(=O)(=O)N(c1cccc(c1)-n1cc(nn1)CCC(=O)NO)S(=O)(=O)c1ccc(cc1)C,0.123135476,0.128293374,0.125714425,0.06659543,0.065064389,0.065829909,0.165898995,0.124799918,0.145349457,1.00992654,0.994825421,1.002375981,,
BRD-K85146014,OC(=O)P(=O)(O)O,0.127067648,0.125090796,0.126079222,1.069282065,1.110975706,1.090128885,0.98028931,0.974253191,0.97727125,1.025123004,0.994851538,1.009987271,,
